from_label,to_label,sum_sigval
Cytotoxic T-cells,HLADR+ M2 macrophages,0
Cytotoxic T-cells,HLADR- CD4+ Tregs,0
Cytotoxic T-cells,HLADR-high Cholangiocytes,0
Cytotoxic T-cells,HLADR-high Endothelial cells,0.071428571
Cytotoxic T-cells,HLADR-high Hepatocytes,-0.071428571
Cytotoxic T-cells,Hepatocytes,-0.142857143
Cytotoxic T-cells,Intermediate monocytes,0
Cytotoxic T-cells,Ki67-high Cholangiocytes,0
Cytotoxic T-cells,Ki67-high Endothelial cells,0
Cytotoxic T-cells,Ki67-high Hepatocytes,0
Cytotoxic T-cells,M1 macrophages,0
Cytotoxic T-cells,M2 macrophages,0
Cytotoxic T-cells,Naive CD4+ T-cells,0
Cytotoxic T-cells,Neutrophils,-0.142857143
Cytotoxic T-cells,Non-classical monocytes,0
Cytotoxic T-cells,PD1+ B cells,0.071428571
Cytotoxic T-cells,PD1+ CD4+ T-cells,0.071428571
Cytotoxic T-cells,PD1+ CD8+ T-cells,0.071428571
Cytotoxic T-cells,PD1+CD28+ CD8+ T-cells,0.071428571
Cytotoxic T-cells,Plasma cells,0
Cytotoxic T-cells,Proliferating CD4+ T-cells,0
Cytotoxic T-cells,Proliferating CD8+ T-cells,0
Cytotoxic T-cells,Proliferating M1 macrophages,0
Cytotoxic T-cells,Proliferating M2 macrophages,0
Cytotoxic T-cells,Resident memory CD4+ T-cells,0
Endothelial cells,Endothelial cells,1
Endothelial cells,HLADR+ CD4+ Tregs,0
Endothelial cells,HLADR+ M2 macrophages,-0.214285714
Endothelial cells,HLADR- CD4+ Tregs,0
Endothelial cells,HLADR-high Cholangiocytes,0
Endothelial cells,HLADR-high Endothelial cells,0.785714286
Endothelial cells,HLADR-high Hepatocytes,-0.071428571
Endothelial cells,Hepatocytes,-0.714285714
Endothelial cells,Intermediate monocytes,0
Endothelial cells,Ki67-high Cholangiocytes,0
Endothelial cells,Ki67-high Endothelial cells,0
Endothelial cells,Ki67-high Hepatocytes,0
Endothelial cells,M1 macrophages,-0.428571429
Endothelial cells,M2 macrophages,-0.071428571
Endothelial cells,Naive CD4+ T-cells,-0.071428571
Endothelial cells,Neutrophils,-0.285714286
Endothelial cells,Non-classical monocytes,0
Endothelial cells,PD1+ B cells,-0.071428571
Endothelial cells,PD1+ CD4+ T-cells,0
Endothelial cells,PD1+ CD8+ T-cells,0.071428571
Endothelial cells,PD1+CD28+ CD8+ T-cells,-0.071428571
Endothelial cells,Plasma cells,0
Endothelial cells,Proliferating CD4+ T-cells,0
Endothelial cells,Proliferating CD8+ T-cells,0
Endothelial cells,Proliferating M1 macrophages,0
Endothelial cells,Proliferating M2 macrophages,0
Endothelial cells,Resident memory CD4+ T-cells,-0.142857143
HLADR+ CD4+ Tregs,HLADR+ CD4+ Tregs,0.071428571
HLADR+ CD4+ Tregs,HLADR+ M2 macrophages,0
HLADR+ CD4+ Tregs,HLADR- CD4+ Tregs,0
HLADR+ CD4+ Tregs,HLADR-high Cholangiocytes,0
HLADR+ CD4+ Tregs,HLADR-high Endothelial cells,0
HLADR+ CD4+ Tregs,HLADR-high Hepatocytes,0.071428571
HLADR+ CD4+ Tregs,Hepatocytes,-0.214285714
HLADR+ CD4+ Tregs,Intermediate monocytes,0
HLADR+ CD4+ Tregs,Ki67-high Cholangiocytes,0
HLADR+ CD4+ Tregs,Ki67-high Endothelial cells,0
HLADR+ CD4+ Tregs,Ki67-high Hepatocytes,0
HLADR+ CD4+ Tregs,M1 macrophages,-0.071428571
HLADR+ CD4+ Tregs,M2 macrophages,0
HLADR+ CD4+ Tregs,Naive CD4+ T-cells,0
HLADR+ CD4+ Tregs,Neutrophils,0.071428571
HLADR+ CD4+ Tregs,Non-classical monocytes,0
HLADR+ CD4+ Tregs,PD1+ B cells,0.071428571
HLADR+ CD4+ Tregs,PD1+ CD4+ T-cells,0
HLADR+ CD4+ Tregs,PD1+ CD8+ T-cells,0
HLADR+ CD4+ Tregs,PD1+CD28+ CD8+ T-cells,0
HLADR+ CD4+ Tregs,Plasma cells,0
HLADR+ CD4+ Tregs,Proliferating CD4+ T-cells,0
HLADR+ CD4+ Tregs,Proliferating CD8+ T-cells,0
HLADR+ CD4+ Tregs,Proliferating M1 macrophages,0
HLADR+ CD4+ Tregs,Proliferating M2 macrophages,0
HLADR+ CD4+ Tregs,Resident memory CD4+ T-cells,0
HLADR+ M2 macrophages,HLADR+ M2 macrophages,1
HLADR+ M2 macrophages,HLADR- CD4+ Tregs,0
HLADR+ M2 macrophages,HLADR-high Cholangiocytes,0
HLADR+ M2 macrophages,HLADR-high Endothelial cells,0
HLADR+ M2 macrophages,HLADR-high Hepatocytes,0.714285714
HLADR+ M2 macrophages,Hepatocytes,-1
HLADR+ M2 macrophages,Intermediate monocytes,0
HLADR+ M2 macrophages,Ki67-high Cholangiocytes,0
HLADR+ M2 macrophages,Ki67-high Endothelial cells,0
HLADR+ M2 macrophages,Ki67-high Hepatocytes,0
HLADR+ M2 macrophages,M1 macrophages,0.785714286
HLADR+ M2 macrophages,M2 macrophages,0.428571429
HLADR+ M2 macrophages,Naive CD4+ T-cells,0
HLADR+ M2 macrophages,Neutrophils,-0.214285714
HLADR+ M2 macrophages,Non-classical monocytes,0
HLADR+ M2 macrophages,PD1+ B cells,0
HLADR+ M2 macrophages,PD1+ CD4+ T-cells,0
HLADR+ M2 macrophages,PD1+ CD8+ T-cells,-0.142857143
HLADR+ M2 macrophages,PD1+CD28+ CD8+ T-cells,0
HLADR+ M2 macrophages,Plasma cells,0
HLADR+ M2 macrophages,Proliferating CD4+ T-cells,0
HLADR+ M2 macrophages,Proliferating CD8+ T-cells,0
HLADR+ M2 macrophages,Proliferating M1 macrophages,0.071428571
HLADR+ M2 macrophages,Proliferating M2 macrophages,0
HLADR+ M2 macrophages,Resident memory CD4+ T-cells,-0.071428571
HLADR- CD4+ Tregs,HLADR- CD4+ Tregs,0
HLADR- CD4+ Tregs,HLADR-high Cholangiocytes,0
HLADR- CD4+ Tregs,HLADR-high Endothelial cells,0.071428571
HLADR- CD4+ Tregs,HLADR-high Hepatocytes,0.071428571
HLADR- CD4+ Tregs,Hepatocytes,-0.071428571
HLADR- CD4+ Tregs,Intermediate monocytes,0
HLADR- CD4+ Tregs,Ki67-high Cholangiocytes,0
HLADR- CD4+ Tregs,Ki67-high Endothelial cells,0
HLADR- CD4+ Tregs,Ki67-high Hepatocytes,0
HLADR- CD4+ Tregs,M1 macrophages,0
HLADR- CD4+ Tregs,M2 macrophages,0
HLADR- CD4+ Tregs,Naive CD4+ T-cells,0
HLADR- CD4+ Tregs,Neutrophils,0
HLADR- CD4+ Tregs,Non-classical monocytes,0
HLADR- CD4+ Tregs,PD1+ B cells,0
HLADR- CD4+ Tregs,PD1+ CD4+ T-cells,0
HLADR- CD4+ Tregs,PD1+ CD8+ T-cells,0
HLADR- CD4+ Tregs,PD1+CD28+ CD8+ T-cells,0.071428571
HLADR- CD4+ Tregs,Plasma cells,0
HLADR- CD4+ Tregs,Proliferating CD4+ T-cells,0
HLADR- CD4+ Tregs,Proliferating CD8+ T-cells,0
HLADR- CD4+ Tregs,Proliferating M1 macrophages,0
HLADR- CD4+ Tregs,Proliferating M2 macrophages,0
HLADR- CD4+ Tregs,Resident memory CD4+ T-cells,0
HLADR-high Cholangiocytes,HLADR-high Cholangiocytes,0.142857143
HLADR-high Cholangiocytes,HLADR-high Endothelial cells,0
HLADR-high Cholangiocytes,HLADR-high Hepatocytes,0.142857143
HLADR-high Cholangiocytes,Hepatocytes,-0.285714286
HLADR-high Cholangiocytes,Intermediate monocytes,0
HLADR-high Cholangiocytes,Ki67-high Cholangiocytes,0
HLADR-high Cholangiocytes,Ki67-high Endothelial cells,0
HLADR-high Cholangiocytes,Ki67-high Hepatocytes,0
HLADR-high Cholangiocytes,M1 macrophages,-0.071428571
HLADR-high Cholangiocytes,M2 macrophages,0
HLADR-high Cholangiocytes,Naive CD4+ T-cells,0
HLADR-high Cholangiocytes,Neutrophils,0.071428571
HLADR-high Cholangiocytes,Non-classical monocytes,0
HLADR-high Cholangiocytes,PD1+ B cells,0
HLADR-high Cholangiocytes,PD1+ CD4+ T-cells,0
HLADR-high Cholangiocytes,PD1+ CD8+ T-cells,0
HLADR-high Cholangiocytes,PD1+CD28+ CD8+ T-cells,0
HLADR-high Cholangiocytes,Plasma cells,0
HLADR-high Cholangiocytes,Proliferating CD4+ T-cells,0
HLADR-high Cholangiocytes,Proliferating CD8+ T-cells,0
HLADR-high Cholangiocytes,Proliferating M1 macrophages,0
HLADR-high Cholangiocytes,Proliferating M2 macrophages,0
HLADR-high Cholangiocytes,Resident memory CD4+ T-cells,0
HLADR-high Endothelial cells,HLADR-high Endothelial cells,0.571428571
HLADR-high Endothelial cells,HLADR-high Hepatocytes,0.428571429
HLADR-high Endothelial cells,Hepatocytes,-0.714285714
HLADR-high Endothelial cells,Intermediate monocytes,0
HLADR-high Endothelial cells,Ki67-high Cholangiocytes,0
HLADR-high Endothelial cells,Ki67-high Endothelial cells,0
HLADR-high Endothelial cells,Ki67-high Hepatocytes,0
HLADR-high Endothelial cells,M1 macrophages,-0.214285714
HLADR-high Endothelial cells,M2 macrophages,0.071428571
HLADR-high Endothelial cells,Naive CD4+ T-cells,0
HLADR-high Endothelial cells,Neutrophils,-0.285714286
HLADR-high Endothelial cells,Non-classical monocytes,0
HLADR-high Endothelial cells,PD1+ B cells,0.071428571
HLADR-high Endothelial cells,PD1+ CD4+ T-cells,0
HLADR-high Endothelial cells,PD1+ CD8+ T-cells,0
HLADR-high Endothelial cells,PD1+CD28+ CD8+ T-cells,0
HLADR-high Endothelial cells,Plasma cells,0
HLADR-high Endothelial cells,Proliferating CD4+ T-cells,0
HLADR-high Endothelial cells,Proliferating CD8+ T-cells,0
HLADR-high Endothelial cells,Proliferating M1 macrophages,0.071428571
HLADR-high Endothelial cells,Proliferating M2 macrophages,0
HLADR-high Endothelial cells,Resident memory CD4+ T-cells,0
HLADR-high Hepatocytes,HLADR-high Hepatocytes,0.857142857
HLADR-high Hepatocytes,Hepatocytes,-0.928571429
HLADR-high Hepatocytes,Intermediate monocytes,0
HLADR-high Hepatocytes,Ki67-high Cholangiocytes,0
HLADR-high Hepatocytes,Ki67-high Endothelial cells,0
HLADR-high Hepatocytes,Ki67-high Hepatocytes,0.071428571
HLADR-high Hepatocytes,M1 macrophages,0.714285714
HLADR-high Hepatocytes,M2 macrophages,0.285714286
HLADR-high Hepatocytes,Naive CD4+ T-cells,0
HLADR-high Hepatocytes,Neutrophils,0.071428571
HLADR-high Hepatocytes,Non-classical monocytes,0
HLADR-high Hepatocytes,PD1+ B cells,0.214285714
HLADR-high Hepatocytes,PD1+ CD4+ T-cells,0
HLADR-high Hepatocytes,PD1+ CD8+ T-cells,0
HLADR-high Hepatocytes,PD1+CD28+ CD8+ T-cells,0.071428571
HLADR-high Hepatocytes,Plasma cells,0
HLADR-high Hepatocytes,Proliferating CD4+ T-cells,0
HLADR-high Hepatocytes,Proliferating CD8+ T-cells,0
HLADR-high Hepatocytes,Proliferating M1 macrophages,0
HLADR-high Hepatocytes,Proliferating M2 macrophages,0
HLADR-high Hepatocytes,Resident memory CD4+ T-cells,-0.071428571
Hepatocytes,Hepatocytes,1
Hepatocytes,Intermediate monocytes,-0.142857143
Hepatocytes,Ki67-high Cholangiocytes,0
Hepatocytes,Ki67-high Endothelial cells,0
Hepatocytes,Ki67-high Hepatocytes,0
Hepatocytes,M1 macrophages,-0.785714286
Hepatocytes,M2 macrophages,-0.857142857
Hepatocytes,Naive CD4+ T-cells,-0.214285714
Hepatocytes,Neutrophils,-0.642857143
Hepatocytes,Non-classical monocytes,0
Hepatocytes,PD1+ B cells,-0.142857143
Hepatocytes,PD1+ CD4+ T-cells,-0.214285714
Hepatocytes,PD1+ CD8+ T-cells,-0.285714286
Hepatocytes,PD1+CD28+ CD8+ T-cells,-0.285714286
Hepatocytes,Plasma cells,-0.071428571
Hepatocytes,Proliferating CD4+ T-cells,-0.071428571
Hepatocytes,Proliferating CD8+ T-cells,0
Hepatocytes,Proliferating M1 macrophages,-0.071428571
Hepatocytes,Proliferating M2 macrophages,0
Hepatocytes,Resident memory CD4+ T-cells,0.142857143
Intermediate monocytes,Intermediate monocytes,0
Intermediate monocytes,Ki67-high Cholangiocytes,0
Intermediate monocytes,Ki67-high Endothelial cells,0
Intermediate monocytes,Ki67-high Hepatocytes,0
Intermediate monocytes,M1 macrophages,0
Intermediate monocytes,M2 macrophages,0
Intermediate monocytes,Naive CD4+ T-cells,0
Intermediate monocytes,Neutrophils,0
Intermediate monocytes,Non-classical monocytes,0
Intermediate monocytes,PD1+ B cells,0
Intermediate monocytes,PD1+ CD4+ T-cells,0
Intermediate monocytes,PD1+ CD8+ T-cells,0
Intermediate monocytes,PD1+CD28+ CD8+ T-cells,0
Intermediate monocytes,Plasma cells,0
Intermediate monocytes,Proliferating CD4+ T-cells,0
Intermediate monocytes,Proliferating CD8+ T-cells,0
Intermediate monocytes,Proliferating M1 macrophages,0
Intermediate monocytes,Proliferating M2 macrophages,0
Intermediate monocytes,Resident memory CD4+ T-cells,0
Ki67-high Cholangiocytes,Ki67-high Cholangiocytes,0
Ki67-high Cholangiocytes,Ki67-high Endothelial cells,0
Ki67-high Cholangiocytes,Ki67-high Hepatocytes,0
Ki67-high Cholangiocytes,M1 macrophages,0
Ki67-high Cholangiocytes,M2 macrophages,0
Ki67-high Cholangiocytes,Naive CD4+ T-cells,0
Ki67-high Cholangiocytes,Neutrophils,0
Ki67-high Cholangiocytes,Non-classical monocytes,0
Ki67-high Cholangiocytes,PD1+ B cells,0
Ki67-high Cholangiocytes,PD1+ CD4+ T-cells,0
Ki67-high Cholangiocytes,PD1+ CD8+ T-cells,0
Ki67-high Cholangiocytes,PD1+CD28+ CD8+ T-cells,0
Ki67-high Cholangiocytes,Plasma cells,0
Ki67-high Cholangiocytes,Proliferating CD4+ T-cells,0
Ki67-high Cholangiocytes,Proliferating CD8+ T-cells,0
Ki67-high Cholangiocytes,Proliferating M1 macrophages,0
Ki67-high Cholangiocytes,Proliferating M2 macrophages,0
Ki67-high Cholangiocytes,Resident memory CD4+ T-cells,0
Ki67-high Endothelial cells,Ki67-high Endothelial cells,0
Ki67-high Endothelial cells,Ki67-high Hepatocytes,0
Ki67-high Endothelial cells,M1 macrophages,0
Ki67-high Endothelial cells,M2 macrophages,0
Ki67-high Endothelial cells,Naive CD4+ T-cells,0
Ki67-high Endothelial cells,Neutrophils,0
Ki67-high Endothelial cells,Non-classical monocytes,0.071428571
Ki67-high Endothelial cells,PD1+ B cells,0
Ki67-high Endothelial cells,PD1+ CD4+ T-cells,0
Ki67-high Endothelial cells,PD1+ CD8+ T-cells,0.071428571
Ki67-high Endothelial cells,PD1+CD28+ CD8+ T-cells,0
Ki67-high Endothelial cells,Plasma cells,0
Ki67-high Endothelial cells,Proliferating CD4+ T-cells,0
Ki67-high Endothelial cells,Proliferating CD8+ T-cells,0
Ki67-high Endothelial cells,Proliferating M1 macrophages,0
Ki67-high Endothelial cells,Proliferating M2 macrophages,0
Ki67-high Endothelial cells,Resident memory CD4+ T-cells,0
Ki67-high Hepatocytes,Ki67-high Hepatocytes,0.071428571
Ki67-high Hepatocytes,M1 macrophages,0
Ki67-high Hepatocytes,M2 macrophages,0
Ki67-high Hepatocytes,Naive CD4+ T-cells,0
Ki67-high Hepatocytes,Neutrophils,0
Ki67-high Hepatocytes,Non-classical monocytes,0
Ki67-high Hepatocytes,PD1+ B cells,0
Ki67-high Hepatocytes,PD1+ CD4+ T-cells,0
Ki67-high Hepatocytes,PD1+ CD8+ T-cells,0
Ki67-high Hepatocytes,PD1+CD28+ CD8+ T-cells,0.071428571
Ki67-high Hepatocytes,Plasma cells,0
Ki67-high Hepatocytes,Proliferating CD4+ T-cells,0
Ki67-high Hepatocytes,Proliferating CD8+ T-cells,0.071428571
Ki67-high Hepatocytes,Proliferating M1 macrophages,0.071428571
Ki67-high Hepatocytes,Proliferating M2 macrophages,0
Ki67-high Hepatocytes,Resident memory CD4+ T-cells,0
M1 macrophages,M1 macrophages,1
M1 macrophages,M2 macrophages,0.428571429
M1 macrophages,Naive CD4+ T-cells,0
M1 macrophages,Neutrophils,-0.428571429
M1 macrophages,Non-classical monocytes,0
M1 macrophages,PD1+ B cells,0
M1 macrophages,PD1+ CD4+ T-cells,0
M1 macrophages,PD1+ CD8+ T-cells,0
M1 macrophages,PD1+CD28+ CD8+ T-cells,-0.071428571
M1 macrophages,Plasma cells,-0.071428571
M1 macrophages,Proliferating CD4+ T-cells,0
M1 macrophages,Proliferating CD8+ T-cells,0
M1 macrophages,Proliferating M1 macrophages,0
M1 macrophages,Proliferating M2 macrophages,0
M1 macrophages,Resident memory CD4+ T-cells,-0.285714286
M2 macrophages,M2 macrophages,0.714285714
M2 macrophages,Naive CD4+ T-cells,0
M2 macrophages,Neutrophils,-0.071428571
M2 macrophages,Non-classical monocytes,0
M2 macrophages,PD1+ B cells,0
M2 macrophages,PD1+ CD4+ T-cells,0.071428571
M2 macrophages,PD1+ CD8+ T-cells,0.071428571
M2 macrophages,PD1+CD28+ CD8+ T-cells,0
M2 macrophages,Plasma cells,0
M2 macrophages,Proliferating CD4+ T-cells,0
M2 macrophages,Proliferating CD8+ T-cells,0
M2 macrophages,Proliferating M1 macrophages,0
M2 macrophages,Proliferating M2 macrophages,0.071428571
M2 macrophages,Resident memory CD4+ T-cells,-0.142857143
Naive CD4+ T-cells,Naive CD4+ T-cells,0.142857143
Naive CD4+ T-cells,Neutrophils,0
Naive CD4+ T-cells,Non-classical monocytes,0
Naive CD4+ T-cells,PD1+ B cells,0.071428571
Naive CD4+ T-cells,PD1+ CD4+ T-cells,0.071428571
Naive CD4+ T-cells,PD1+ CD8+ T-cells,0
Naive CD4+ T-cells,PD1+CD28+ CD8+ T-cells,0.071428571
Naive CD4+ T-cells,Plasma cells,0
Naive CD4+ T-cells,Proliferating CD4+ T-cells,0
Naive CD4+ T-cells,Proliferating CD8+ T-cells,0
Naive CD4+ T-cells,Proliferating M1 macrophages,0
Naive CD4+ T-cells,Proliferating M2 macrophages,0
Naive CD4+ T-cells,Resident memory CD4+ T-cells,0
Neutrophils,Neutrophils,0.857142857
Neutrophils,Non-classical monocytes,0.214285714
Neutrophils,PD1+ B cells,0
Neutrophils,PD1+ CD4+ T-cells,0
Neutrophils,PD1+ CD8+ T-cells,0
Neutrophils,PD1+CD28+ CD8+ T-cells,0
Neutrophils,Plasma cells,0
Neutrophils,Proliferating CD4+ T-cells,0
Neutrophils,Proliferating CD8+ T-cells,0
Neutrophils,Proliferating M1 macrophages,0
Neutrophils,Proliferating M2 macrophages,0
Neutrophils,Resident memory CD4+ T-cells,0
Non-classical monocytes,Non-classical monocytes,0.142857143
Non-classical monocytes,PD1+ B cells,0
Non-classical monocytes,PD1+ CD4+ T-cells,0
Non-classical monocytes,PD1+ CD8+ T-cells,0
Non-classical monocytes,PD1+CD28+ CD8+ T-cells,0
Non-classical monocytes,Plasma cells,0
Non-classical monocytes,Proliferating CD4+ T-cells,0
Non-classical monocytes,Proliferating CD8+ T-cells,0
Non-classical monocytes,Proliferating M1 macrophages,0
Non-classical monocytes,Proliferating M2 macrophages,0
Non-classical monocytes,Resident memory CD4+ T-cells,0
PD1+ B cells,PD1+ B cells,0.071428571
PD1+ B cells,PD1+ CD4+ T-cells,0.071428571
PD1+ B cells,PD1+ CD8+ T-cells,0
PD1+ B cells,PD1+CD28+ CD8+ T-cells,0.071428571
PD1+ B cells,Plasma cells,0
PD1+ B cells,Proliferating CD4+ T-cells,0
PD1+ B cells,Proliferating CD8+ T-cells,0
PD1+ B cells,Proliferating M1 macrophages,0
PD1+ B cells,Proliferating M2 macrophages,0
PD1+ B cells,Resident memory CD4+ T-cells,0
PD1+ CD4+ T-cells,PD1+ CD4+ T-cells,0
PD1+ CD4+ T-cells,PD1+ CD8+ T-cells,0
PD1+ CD4+ T-cells,PD1+CD28+ CD8+ T-cells,0
PD1+ CD4+ T-cells,Plasma cells,0
PD1+ CD4+ T-cells,Proliferating CD4+ T-cells,0
PD1+ CD4+ T-cells,Proliferating CD8+ T-cells,0
PD1+ CD4+ T-cells,Proliferating M1 macrophages,0
PD1+ CD4+ T-cells,Proliferating M2 macrophages,0
PD1+ CD4+ T-cells,Resident memory CD4+ T-cells,0
PD1+ CD8+ T-cells,PD1+ CD8+ T-cells,0.142857143
PD1+ CD8+ T-cells,PD1+CD28+ CD8+ T-cells,0
PD1+ CD8+ T-cells,Plasma cells,0
PD1+ CD8+ T-cells,Proliferating CD4+ T-cells,0
PD1+ CD8+ T-cells,Proliferating CD8+ T-cells,0
PD1+ CD8+ T-cells,Proliferating M1 macrophages,0
PD1+ CD8+ T-cells,Proliferating M2 macrophages,0
PD1+ CD8+ T-cells,Resident memory CD4+ T-cells,0
PD1+CD28+ CD8+ T-cells,PD1+CD28+ CD8+ T-cells,0.214285714
PD1+CD28+ CD8+ T-cells,Plasma cells,0
PD1+CD28+ CD8+ T-cells,Proliferating CD4+ T-cells,0
PD1+CD28+ CD8+ T-cells,Proliferating CD8+ T-cells,0
PD1+CD28+ CD8+ T-cells,Proliferating M1 macrophages,0
PD1+CD28+ CD8+ T-cells,Proliferating M2 macrophages,0
PD1+CD28+ CD8+ T-cells,Resident memory CD4+ T-cells,-0.071428571
Plasma cells,Plasma cells,0.142857143
Plasma cells,Proliferating CD4+ T-cells,0
Plasma cells,Proliferating CD8+ T-cells,0
Plasma cells,Proliferating M1 macrophages,0
Plasma cells,Proliferating M2 macrophages,0
Plasma cells,Resident memory CD4+ T-cells,0.071428571
Proliferating B cells,Proliferating CD4+ T-cells,0
Proliferating CD4+ T-cells,Proliferating CD4+ T-cells,0
Proliferating CD4+ T-cells,Proliferating CD8+ T-cells,0
Proliferating CD4+ T-cells,Proliferating M1 macrophages,0
Proliferating CD4+ T-cells,Proliferating M2 macrophages,0
Proliferating CD4+ T-cells,Resident memory CD4+ T-cells,0
Proliferating CD8+ T-cells,Proliferating CD8+ T-cells,0
Proliferating CD8+ T-cells,Proliferating M1 macrophages,0
Proliferating CD8+ T-cells,Proliferating M2 macrophages,0
Proliferating CD8+ T-cells,Resident memory CD4+ T-cells,0
Proliferating M1 macrophages,Proliferating M1 macrophages,0
Proliferating M1 macrophages,Proliferating M2 macrophages,0
Proliferating M1 macrophages,Resident memory CD4+ T-cells,0
Proliferating M2 macrophages,Proliferating M2 macrophages,0
Proliferating M2 macrophages,Resident memory CD4+ T-cells,0
Resident memory CD4+ T-cells,Resident memory CD4+ T-cells,0.642857143